iter	Accuracy	MultiClass
400	1	0.0007385519861
401	1	0.0007359225699
402	1	0.0007341072281
403	1	0.0007324760248
404	1	0.0007316567163
405	1	0.0007303827702
406	1	0.0007294667019
407	1	0.0007267151977
408	1	0.0007252492137
409	1	0.0007234549098
410	1	0.0007232051744
411	1	0.0007215987249
412	1	0.0007213738131
413	1	0.0007191823298
414	1	0.0007188916791
415	1	0.0007171563447
416	1	0.0007152439494
417	1	0.0007149304418
418	1	0.0007140711145
419	1	0.0007122431591
420	1	0.0007095503834
421	1	0.0007078703635
422	1	0.0007064228079
423	1	0.0007045769173
424	1	0.0007022995175
425	1	0.0006991619486
426	1	0.0006988906622
427	1	0.0006971320111
428	1	0.0006955388387
429	1	0.0006940121282
430	1	0.0006921862595
431	1	0.0006904710784
432	1	0.000688305967
433	1	0.0006862445119
434	1	0.0006850712124
435	1	0.0006833830043
436	1	0.0006813244392
437	1	0.0006800847864
438	1	0.0006793432435
439	1	0.0006775039224
440	1	0.0006772775797
441	1	0.0006753579661
442	1	0.0006736353871
443	1	0.0006724358941
444	1	0.0006711957521
445	1	0.0006709532807
446	1	0.0006697218262
447	1	0.0006685718095
448	1	0.0006665756912
449	1	0.0006650103454
450	1	0.0006637937541
451	1	0.0006635797158
452	1	0.0006624004332
453	1	0.0006602610749
454	1	0.000658433007
455	1	0.0006575629087
456	1	0.0006562750413
457	1	0.0006548793223
458	1	0.0006532115257
459	1	0.0006528930856
460	1	0.0006515098966
461	1	0.0006503642677
462	1	0.0006488117273
463	1	0.0006464606366
464	1	0.0006444931916
465	1	0.0006427825371
466	1	0.0006408741068
467	1	0.0006395561619
468	1	0.0006380400984
469	1	0.0006377709924
470	1	0.0006364343579
471	1	0.0006342868409
472	1	0.0006331804015
473	1	0.000632982169
474	1	0.0006316730437
475	1	0.0006305590965
476	1	0.0006293734028
477	1	0.0006292051563
478	1	0.0006272279502
479	1	0.0006266264619
480	1	0.0006249870446
481	1	0.0006230742684
482	1	0.0006224582879
483	1	0.0006209592756
484	1	0.0006181007627
485	1	0.0006167865439
486	1	0.0006158449248
487	1	0.0006146039651
488	1	0.0006132165585
489	1	0.0006110062178
490	1	0.0006098424775
491	1	0.0006089271938
492	1	0.0006087175298
493	1	0.0006073936274
494	1	0.0006061404282
495	1	0.0006041478331
496	1	0.0006027627503
497	1	0.0006014796445
498	1	0.0006008230278
499	1	0.0005998574604
500	1	0.0005987157463
501	1	0.0005977139522
502	1	0.0005954017564
503	1	0.0005939548525
504	1	0.0005927526767
505	1	0.0005912333002
506	1	0.0005901793635
507	1	0.0005894548209
508	1	0.0005881711535
509	1	0.0005871741374
510	1	0.0005860018307
511	1	0.0005847026168
512	1	0.0005835500987
513	1	0.000582411302
514	1	0.0005811090421
515	1	0.0005809444821
516	1	0.000580350216
517	1	0.0005790442976
518	1	0.0005774241699
519	1	0.0005753920078
520	1	0.000573898422
521	1	0.0005729821712
522	1	0.0005719543244
523	1	0.0005708223682
524	1	0.0005701521749
525	1	0.0005691982609
526	1	0.000568164306
527	1	0.0005667520913
528	1	0.0005660044155
529	1	0.0005654428323
530	1	0.0005644692892
531	1	0.0005634365593
532	1	0.0005629357402
533	1	0.0005624033706
534	1	0.0005614047112
535	1	0.0005604755897
536	1	0.0005592526345
537	1	0.0005580050826
538	1	0.0005568053205
539	1	0.0005566403808
540	1	0.0005555537493
541	1	0.0005543829113
542	1	0.0005531377432
543	1	0.000552443572
544	1	0.0005514793013
545	1	0.0005508246946
546	1	0.0005498919927
547	1	0.0005492294047
548	1	0.0005479962593
549	1	0.0005464566955
550	1	0.0005462861334
551	1	0.000545315451
552	1	0.0005451628184
553	1	0.0005450203481
554	1	0.0005442734917
555	1	0.0005432490566
556	1	0.0005423474228
557	1	0.0005417943351
558	1	0.0005408230803
559	1	0.000540031042
560	1	0.0005391412531
561	1	0.0005381808608
562	1	0.0005366265323
563	1	0.0005353860291
564	1	0.0005334796523
565	1	0.0005333432445
566	1	0.000532224403
567	1	0.0005313678926
568	1	0.0005305111137
569	1	0.0005296181421
570	1	0.0005286208402
571	1	0.0005277722571
572	1	0.000527287827
573	1	0.0005271689663
574	1	0.0005262904134
575	1	0.0005254871929
576	1	0.0005244951996
577	1	0.0005236530379
578	1	0.0005235910892
579	1	0.0005226643761
580	1	0.000521763196
581	1	0.0005208379199
582	1	0.0005201019643
583	1	0.0005190044576
584	1	0.0005181489385
585	1	0.0005170072069
586	1	0.0005159707542
587	1	0.0005158513402
588	1	0.0005157078852
589	1	0.0005155564467
590	1	0.0005145110238
591	1	0.0005141135694
592	1	0.0005134628589
593	1	0.000511767285
594	1	0.0005112257132
595	1	0.0005107222227
596	1	0.0005091334801
597	1	0.0005082315843
598	1	0.0005070196367
599	1	0.0005064015831
600	1	0.000505608869
601	1	0.0005044865204
602	1	0.0005043691822
603	1	0.0005034718262
604	1	0.0005033105937
605	1	0.0005022082467
606	1	0.0005013209148
607	1	0.0005007767217
608	1	0.0004999723449
609	1	0.0004992845297
610	1	0.0004985350359
611	1	0.0004972144693
612	1	0.000497059131
613	1	0.000496260843
614	1	0.000495259576
615	1	0.0004951883062
616	1	0.0004943536171
617	1	0.0004937618074
618	1	0.0004930412726
619	1	0.0004929819472
620	1	0.0004928565215
621	1	0.000491866763
622	1	0.0004913113005
623	1	0.0004906207881
624	1	0.0004895646717
625	1	0.0004886966033
626	1	0.0004881720775
627	1	0.0004876978201
628	1	0.0004866961047
629	1	0.000486560205
630	1	0.000486368499
631	1	0.0004856890464
632	1	0.0004851958084
633	1	0.0004843917152
634	1	0.0004833077848
635	1	0.0004825414932
636	1	0.0004824127204
637	1	0.0004822815295
638	1	0.0004817852637
639	1	0.000481090607
640	1	0.0004804190327
641	1	0.0004799606917
642	1	0.000479238
643	1	0.0004783106842
644	1	0.0004771280162
645	1	0.0004764300706
646	1	0.0004759255939
647	1	0.000474707126
648	1	0.0004741532673
649	1	0.0004739896066
650	1	0.0004735165278
651	1	0.0004728249179
652	1	0.0004726121739
653	1	0.0004718516426
654	1	0.0004713231098
655	1	0.0004707981299
656	1	0.0004701865175
657	1	0.0004701005556
658	1	0.0004689075314
659	1	0.0004679361246
660	1	0.0004674990526
661	1	0.0004665653037
662	1	0.000466064478
663	1	0.0004654155864
664	1	0.0004648985094
665	1	0.0004642899829
666	1	0.0004637062286
667	1	0.000463352201
668	1	0.000463233298
669	1	0.0004627810897
670	1	0.0004622996828
671	1	0.0004618550224
672	1	0.0004612329361
673	1	0.0004604284819
674	1	0.0004596474568
675	1	0.000459114688
676	1	0.0004585863636
677	1	0.0004584753103
678	1	0.0004579400187
679	1	0.0004572099332
680	1	0.0004565981472
681	1	0.0004558756764
682	1	0.0004552628388
683	1	0.0004544548499
684	1	0.0004543336132
685	1	0.0004533459609
686	1	0.0004527809242
687	1	0.0004518350699
688	1	0.0004512006479
689	1	0.0004507498663
690	1	0.0004506466427
691	1	0.0004499867013
692	1	0.0004495784041
693	1	0.0004489076166
694	1	0.0004487806801
695	1	0.0004486585653
696	1	0.000448333645
697	1	0.0004479154803
698	1	0.0004470822477
699	1	0.0004468958863
700	1	0.0004467847144
701	1	0.0004460088565
702	1	0.0004456539028
703	1	0.0004451057156
704	1	0.0004443297272
705	1	0.0004439747641
706	1	0.0004434604945
707	1	0.0004428879596
708	1	0.0004427666964
709	1	0.0004421287524
710	1	0.0004418560787
711	1	0.0004409094584
712	1	0.0004402242768
713	1	0.0004395662257
714	1	0.000439058119
715	1	0.0004379767095
716	1	0.0004376927734
717	1	0.0004372134972
718	1	0.0004362616167
719	1	0.0004352299745
720	1	0.0004346651053
721	1	0.000434042053
722	1	0.0004335289221
723	1	0.0004330493066
724	1	0.0004324900017
725	1	0.00043137176
726	1	0.000430694616
727	1	0.0004305887333
728	1	0.0004299236966
729	1	0.0004294523725
730	1	0.0004288627988
731	1	0.0004283644198
732	1	0.0004276421187
733	1	0.0004272472714
734	1	0.0004269644594
735	1	0.0004265639104
736	1	0.0004259815711
737	1	0.0004254808566
738	1	0.0004249048671
739	1	0.0004248156116
740	1	0.0004241988586
741	1	0.0004237890307
742	1	0.0004236798338
743	1	0.0004232593593
744	1	0.0004226194326
745	1	0.0004222409618
746	1	0.0004217176647
747	1	0.0004211586069
748	1	0.00042107431
749	1	0.0004205614226
750	1	0.000420121279
751	1	0.0004199228543
752	1	0.0004191921951
753	1	0.0004186612474
754	1	0.0004182917592
755	1	0.0004179070106
756	1	0.0004173102819
757	1	0.0004168075168
758	1	0.000416347756
759	1	0.0004154798502
760	1	0.0004151760806
761	1	0.0004150707089
762	1	0.0004149939493
763	1	0.0004148905441
764	1	0.0004143185587
765	1	0.0004137666539
766	1	0.0004133300984
767	1	0.0004129248661
768	1	0.0004123813192
769	1	0.0004116767775
770	1	0.0004113822319
771	1	0.0004107860386
772	1	0.0004103930709
773	1	0.000409801764
774	1	0.0004091628471
775	1	0.0004085737776
776	1	0.00040795621
777	1	0.000407744317
778	1	0.0004072053702
779	1	0.000406817881
780	1	0.0004065207663
781	1	0.0004059915296
782	1	0.0004055418361
783	1	0.0004051985057
784	1	0.0004046321653
785	1	0.000404176091
786	1	0.0004036091787
787	1	0.0004030827024
788	1	0.0004030117056
789	1	0.0004026821635
790	1	0.0004023347956
791	1	0.0004020075186
792	1	0.0004016630797
793	1	0.0004012752697
794	1	0.0004009027207
795	1	0.0004003435728
796	1	0.0003998389525
797	1	0.000399071152
798	1	0.0003982986621
799	1	0.0003974431518
